steam_id,country
76561198055436001,CL
76561198072922907,CL
76561198089888373,CL
76561198113228059,CL
76561198144194194,CL
76561198012696207,CL
76561198010179594,CL
76561198051115309,CL
76561198174400067,CL
76561198267311103,CL
76561198048808308,CL
76561198058431653,CL
76561198013251444,CL
76561198090323956,CL
76561198316783785,CL
76561198005293638,CL
76561198348715045,CL
76561198043356664,CL
76561198052249783,CL
76561198312557238,CL
76561198044175083,CL
76561198285285552,CL
76561198005943655,CL
76561198352641526,CL
76561198124311519,CL
76561198117628644,CL
76561198051072913,CL
76561198344655863,CL
76561198120325161,CL
76561198308935849,CL
76561198308693029,CL
76561198000284638,CL
76561198116066664,CL
76561198053740650,CL
76561198261455734,CL
76561198310573568,CL
76561198046770930,CL
76561198200999573,CL
76561198272310077,CL
76561198005854932,CL
76561198026119473,CL
76561197998340665,CL
76561198009801571,CL
76561198050684404,CL
76561198043388085,CL
76561198096429551,CL
76561198259959544,CL
76561198069534305,CL
76561198047937495,CL
76561198035409851,CL
76561198033242984,CL
76561198021878360,CL
76561198035850259,CL
76561198084754069,CL
76561198027189303,CL
76561197995289306,CL
76561198161333188,CL
76561198018893707,CL
76561198027590559,CL
76561198381292292,CL
76561198097692054,CL
76561198136541372,CL
76561198026634952,CL
76561198133946716,CL
76561198027546179,CL
76561198062320011,CL
76561198097290973,CL
76561198014697527,CL
76561198102180482,CL
76561198106556071,CL
76561198071237195,CL
76561198001560197,CL
76561198357713782,CL
76561198217775551,CL
76561199049426284,CL
76561198317177848,CL
76561198232408112,CL
76561198041730488,CO
76561198132152467,CO
76561199020811215,CO
76561198111755368,CO
76561198314375349,CO
76561198294140819,CO
76561198274081455,CO
76561198298004195,CO
76561198111623978,CO
76561198803698940,CO
76561198107860518,CO
76561198027650612,CO
76561198064249290,CO
76561198104167654,CO
76561198045227801,CO
76561198380951218,CO
76561198077092035,CO
76561198078135986,CO
76561198378501897,CO
76561198135624818,CO
76561197976314677,CO
76561198138677789,CO
76561198087265106,CO
76561198108752173,CO
76561198126146224,CO
76561198026559187,CO
76561198151756000,CO
76561198268646742,CO
76561198008718297,CO
76561198067552690,CO
76561198108010064,CO
76561198143197664,CO
76561198401616438,CO
76561198147231647,CO
76561198097445275,CO
76561198055610287,CO
76561198149875526,CO
76561197998830536,CO
76561198105337101,CO
76561198315176573,CO
76561198193598230,CO
76561198118903839,CO
76561198144809621,CO
76561198124767932,CO
76561198165174726,CO
76561198074163805,CO
76561198106475554,CO
76561198087254080,CO
76561198098754725,CO
76561198431900094,CO
76561198407295713,CO
76561198200736355,CO
76561198217076583,CO
76561198130370824,CO
76561198273728580,CO
76561198191246011,CO
76561198072099782,CO
76561198189199651,CO
76561198159248666,CO
76561198182403834,CO
76561197990320741,CO
76561198024171112,CO
76561198098295077,CO
76561198250165586,CO
76561197998165782,CO
76561198401802876,CO
76561198078116041,CO
76561198390220418,CO
76561198033151676,CO
76561198390959439,CO
76561198842624594,CO
76561198167585898,CO
76561198139650965,CO
76561198037610911,CO
76561198119361902,CO
76561198146161442,CO
76561198142425810,CO
76561198053045878,CO
76561198802628661,CO
76561198124702324,CO
76561198246076938,CO
76561198247231552,CO
76561198249994258,CO
76561198016852073,CO
76561198161505410,CO
76561198141624256,CO
76561198152721602,CO
76561198006965733,CO
76561199072170095,CO
76561198130249043,CO
76561198250127300,CO
76561198327429502,CO
76561198201999207,CO
76561198008923331,CO
76561198202579833,CO
76561198354179323,CO
76561198156170551,CO
76561198136887166,CO
76561198017499628,CO
76561198091374280,CO
76561198049999540,CO
76561198261861329,CO
76561198155531334,CO
76561198034556691,CO
76561198258071169,CO
76561198047910301,CO
76561198294508904,CO
76561198030630058,CO
76561198086015215,CO
76561198081221817,CO
76561198281405136,CO
76561198839213185,CO
76561198057689764,CO
76561198058007729,CO
76561198115351143,CO
76561198053355100,CO
76561198323321003,CO
76561198236999532,CO
76561198123126697,CO
76561198143409579,CO
76561198281109987,CO
76561198058248678,CO
76561198946343725,CO
76561198356064706,CO
76561198167502235,CO
76561198009659693,CO
76561198296247497,CO
76561198133416904,CO
76561198352219269,CO
76561198303614070,CO
76561198001950212,CO
76561198020285181,CO
76561198170782475,CO
76561198026746755,CO
76561198030115630,CO
76561198871609180,CO
76561198138702711,CO
76561198083745566,CO
76561198091377192,CO
76561198115561001,CO
76561198097887193,CO
76561198026831013,CO
76561198028141121,CO
76561198031435156,CO
76561197960436888,CO
76561198064066533,CO
76561198815585052,CO
76561198292368416,CO
76561198166453018,CO
76561198134096807,CO
76561198402132245,CO
76561199023353232,CO
76561198149155908,CO
76561198119778049,CO
76561198208463104,CO
76561198802750584,CO
76561198105225505,CO
76561199007753968,CO
76561198006626476,CO
76561197971427366,CO
76561198311921585,CO
76561198056639838,CO
76561198048268016,CO
76561198183002650,CO
76561198202607279,CO
76561198296066550,CO
76561198166985671,CO
76561198192064941,CO
76561198090022292,CO
76561198040291272,CO
76561198220513025,CO
76561198263519138,CO
76561198303448698,CO
76561198313450899,CO
76561198135049845,CO
76561198213020752,CO
76561198326909594,CO
76561198047106315,CO
76561198249154042,CO
76561198287698045,CO
76561197975264312,CO
76561198106320027,CO
76561198391772526,CO
76561197971726028,CO
76561198256161971,CO
76561198089765799,CO
76561198059394202,CO
76561198301927902,CO
76561198105164382,CO
76561198157243341,CO
76561198035332869,CO
76561198176083397,CO
76561198088738345,CO
76561198039993184,CO
76561198020548121,CO
76561198254654116,CO
76561198399041357,CO
76561198118657389,CO
76561198009552231,CO
76561198043549347,CO
76561198298972646,CO
76561198308889179,CO
76561199148127072,CO
76561198235667584,CO
76561198319777542,CO
76561198268902240,CO
76561198151623425,CO
76561198058372677,CO
76561198112793205,CO
76561198812588923,CO
76561198210637803,CO
76561198340839913,CO
76561198040326080,CO
76561198122068197,CO
76561198140643417,CO
76561198255181427,CO
76561198245302218,CO
76561198115992941,CO
76561198362085992,CO
76561198092015382,CO
76561198047994799,CO
76561199025860539,CO
76561198124812849,CO
76561198105558801,CO
76561198007723950,CO
76561198119664168,CO
76561198078866355,CO
76561198267246725,CO
76561198097009134,CO
76561198004047662,CO
76561197991521605,CO
76561198075796946,CO
76561198018915768,CO
76561198163566935,CO
76561198385891384,CO
76561198301799328,CO
76561197963249288,CO
76561198068239558,CO
76561197990250193,CO
76561198078742261,CO
76561198448702087,CO
76561198201578615,CO
76561198313181195,CO
76561198347333847,CO
76561197999435600,CO
76561198305585263,CO
76561198050601373,CO
76561198077224285,CO
76561198381145417,CO
76561198864235332,CO
76561198015400016,CR
76561198098549323,CR
76561198058807373,CR
76561198146974583,CR
76561198074591150,CR
76561198081865292,CR
76561198088181829,CR
76561198021096533,CR
76561198133565120,CR
76561198151224878,CR
76561198124945985,CR
76561198088071553,CR
76561198255992519,CR
76561198052011228,CR
76561197980859578,CR
76561198159072485,CR
76561198141180098,CR
76561198046558973,CR
76561198004035792,CR
76561198370843799,CR
76561198024870592,CR
76561198308438405,CR
76561198316350487,CR
76561197989347238,CR
76561198079242304,CR
76561198249305302,CR
76561198034066263,CR
76561198145004961,CR
76561198393745950,CR
76561198153476164,CR
76561198322616471,CR
76561198153250817,CR
76561198263279975,CR
76561197992020874,CR
76561198046096524,CR
76561198055483937,CR
76561198205046009,CR
76561198069263633,CR
76561198170444783,CR
76561198223348224,CR
76561198147168657,CR
76561198057506305,CR
76561198245409908,CR
76561198324340383,CR
76561198192411414,CR
76561198267608137,CR
76561198438189654,CR
76561198036998982,CR
76561198118408105,CR
76561198198538053,CR
76561198183992101,CR
76561198081814153,CR
76561198180386834,CR
76561198409540733,CR
76561197999655569,CR
76561198419292973,CR
76561198127815994,CR
76561198054637865,CR
76561198069856624,CR
76561198103971361,CR
76561198013171470,CR
76561198019601379,CR
76561198060174616,CR
76561198076219837,CR
76561198214706143,CR
76561198095645266,CR
76561198130834985,CR
76561198290015573,CR
76561198038867593,CR
76561197998299585,CR
76561198208788748,CR
76561198068046729,CR
76561198182910214,CR
76561198973372044,CR
76561198970888488,CR
76561198089541599,CR
76561198210379579,CR
76561198112962608,CR
76561198240994962,CR
76561198129158057,CR
76561198828470472,CR
76561198107307014,CR
76561198098749809,CR
76561197982075666,CR
76561198218663327,CR
76561198061833468,CR
76561198072783154,CR
76561198074490336,CR
76561198353692140,CR
76561198411237531,CR
76561198293892688,CR
76561199070455156,CR
76561198215072919,CR
76561198061165185,CR
76561198110054611,CR
76561198112715443,CR
76561198198287157,CR
76561198088373545,CR
76561198960224199,CR
76561198125244285,CR
76561198022340696,CR
76561198092040160,CR
76561198046914470,CR
76561198119808754,CR
76561198097456381,CR
76561199043415841,CR
76561198181152546,CR
76561198341191990,CR
76561198072194683,CR
76561198271563028,CR
76561198031104374,CR
76561198042422923,CR
76561198094128319,CR
76561198398541884,CR
76561198285592214,CR
76561198281673730,CR
76561198078645786,CR
76561198153116769,CR
76561197979648884,CR
76561198961367665,CR
76561198241399476,CR
76561198347588714,CR
76561198255122502,CR
76561199091354500,CR
76561198236151312,CR
76561198203591608,CR
76561198061309280,CR
76561198017372018,CR
76561198094352489,CR
76561198261441964,CR
76561198804608198,CR
76561198811880459,CR
76561198145117930,CR
76561197971276353,CR
76561198296168615,CR
76561198049368015,CR
76561197961983372,CR
76561198046543320,CR
76561198043861644,CR
76561199057625789,CR
76561198046346957,CR
76561198206718823,CR
76561198034185761,CR
76561198075712058,CR
76561198307538415,CR
76561198274006622,CR
76561199163005312,CR
76561198208617924,CR
76561198154211821,CR
76561198962693014,CR
76561198799950084,CR
76561198067412680,CR
76561198081309755,CR
76561199095484152,CR
76561198183757605,CR
76561198253457722,CR
76561198128888502,CR
76561198122086116,CR
76561198054493969,CR
76561198166765348,CR
76561198242351050,CR
76561197975882879,CR
76561199082250835,CR
76561198076437264,CR
76561198890499694,CR
76561198043311034,CR
76561198034253807,CR
76561198064557911,CR
76561198203076875,CR
76561198119887112,CR
76561198219780207,CR
76561199071563021,CR
76561198409190606,CR
76561199003770356,CR
76561197991862211,CR
76561199022420102,CR
76561198347113475,CR
76561198273545372,CR
76561198279875115,CR
76561198081991885,CR
76561198077953522,CR
76561198167210045,CR
76561198066951939,CR
76561198101160423,CR
76561198127069919,CR
76561198134471092,CR
76561198113298831,CR
76561198048206214,CR
76561199085152035,CR
76561198210054467,CR
76561198118542528,CR
76561198284425793,CR
76561198258756918,CR
76561198148975625,CR
76561198146690618,CR
76561198113487565,CR
76561198062432743,CR
76561198165865964,CR
76561198199283902,CR
76561198084242369,CR
76561197993981871,CR
76561198093172960,CR
76561198089178317,CR
76561198244945320,CR
76561198117292325,CR
76561199083834528,CR
76561198797381775,CR
76561198067183851,CR
76561198027231187,CR
76561198215411275,CR
76561198117904585,CR
76561198394237585,CR
76561198142176833,CR
76561198338271784,CR
76561198161887329,CR
76561198197568810,CR
76561198195126275,CR
76561198047954682,CR
76561198815580039,CR
76561198178284785,CR
76561198806910006,CR
76561198981519477,CR
76561198328901097,CR
76561198050756190,CR
76561198208488029,CR
76561198094883761,CR
76561198154597634,CR
76561198199343746,CR
76561198123144430,CR
76561198910325065,CR
76561198106671324,CR
76561198123181909,CR
76561198261505070,CR
76561198331909560,CR
76561198062345999,CR
76561198366840540,CR
76561198316609573,CR
76561198312496607,CR
76561198103504563,CR
76561198124529077,CR
76561198107222485,CR
76561198053289344,CR
76561198257846765,CR
76561198276394944,CR
76561198033618980,CR
76561197990346647,CR
76561198267561605,CR
76561198084213322,CR
76561198066220904,CR
76561198296064050,CR
76561198015087419,CU
76561198149085211,CU
76561197962352618,CU
76561198115522462,CU
76561198235926130,CU
76561198133640926,CU
76561198121314197,CU
76561198336923748,CU
76561198125106997,CU
76561198224055828,CU
76561198272233928,CU
76561198255145634,CU
76561198840733794,CU
76561198171574831,CU
76561198201715963,CU
76561198329467687,CU
76561198199574361,CU
76561198924656350,CU
76561198154001885,CU
76561198218186863,CU
76561198887437486,CU
76561197969173221,CU
76561198185023959,CU
76561198144026687,CU
76561198364261620,CU
76561198084397846,CU
76561198328877093,CU
76561198258896175,CU
76561198193067398,CU
76561198308888903,CU
76561198843020094,CU
76561198134894511,CU
76561198186051715,CU
76561198844523287,CU
76561198096982598,CU
76561198110789295,CU
76561198304267801,CU
76561197965228135,CU
76561198018562913,CU
76561198383134655,CU
76561198832200124,CU
76561198182401050,CU
76561198082684421,CU
76561198825957571,CU
76561198046932973,CU
76561198894658933,CU
76561198375871285,CU
76561198268601884,CU
76561198385023846,CU
76561198157279193,CU
76561198834051399,CU
76561198185715218,CU
76561198061599589,CU
76561198296832608,CU
76561198301323601,CU
76561199111755897,CU
76561198125504887,CU
76561198316003527,CU
76561199165918428,CU
76561198277683924,CU
76561198142338044,CU
76561198043498102,CU
76561198051479695,CU
76561198194138565,CU
76561198817855523,CU
76561198027338258,CU
76561198303825776,CU
76561198442395616,CU
76561198144367088,CU
76561198057706195,CU
76561198361439654,CU
76561198050281224,CU
76561198166976071,CU
76561198343718276,CU
76561198173564399,CU
76561198095767518,CU
76561198081926088,CU
76561198058052863,CU
76561198255567142,CU
76561198337239529,CU
76561198033062309,CU
76561198119706972,CU
76561198201606010,CU
76561198125802636,CU
76561197971256185,CU
76561198168840298,CU
76561198102709787,CU
76561198385225871,CU
76561198164285484,CU
76561198060169791,CU
76561198053934982,CU
76561198018030216,CU
76561198264607114,CU
76561198034963892,CU
76561198182142246,CU
76561198086887346,CU
76561198117460116,CU
76561198273917042,CU
76561198032513638,CU
76561198074885252,CU
76561199118366433,CU
76561198169928230,CU
76561198388740531,CU
76561198310398890,CU
76561198133336799,CU
76561198201941437,CU
76561198340043496,CU
76561198344778346,CU
76561198286297072,CU
76561198261193468,CU
76561198285536730,CU
76561198370852543,CU
76561198045442608,CU
76561198038331910,CU
76561198129660328,CU
76561198850155949,CU
76561198253416998,CU
76561198197259551,CU
76561198264044739,CU
76561198047524315,CU
76561198273671314,CU
76561198223981756,CU
76561198354251747,CU
76561198967959874,CU
76561198849918692,CU
76561198136968333,CU
76561198823076163,CU
76561198351678230,CU
76561198093232077,CU
76561199089965764,CU
76561198055867351,CU
76561198078258151,CU
76561198163616580,CU
76561198146056312,CU
76561198855309851,CU
76561198955153600,CU
76561198108836621,CU
76561198162785635,CU
76561198124115938,CU
76561198061351564,CU
76561198179699554,CU
76561198245179102,CU
76561199099577749,CU
76561197992183200,CU
76561198052045991,CU
76561198091246958,CU
76561198133037684,CU
